CIF,Formula,Structure Type,tcsp_center_label,tcsp_center,tcsp_prism_formula,tcsp_caps_formula,tctp_1_center,tctp_1_count,tctp_1_prism_formula,tctp_1_cap_formula,tctp_2_center,tctp_2_count,tctp_2_prism_formula,tctp_2_cap_formula,tctp_3_center,tctp_3_count,tctp_3_prism_formula,tctp_3_cap_formula
1629135.cif,CuMg4Y,"Mg4CuTb,oS48,65",Mg1,Mg,Mg6Y2,Mg3Cu,Cu,1,Y4Mg2,Mg3,,,,,,,,
1629135.cif,CuMg4Y,"Mg4CuTb,oS48,65",Mg5,Mg,Mg6Y2,Mg3Cu,Cu,1,Y4Mg2,Mg3,,,,,,,,
1629135.cif,CuMg4Y,"Mg4CuTb,oS48,65",Mg3,Mg,Y8,Cu4,Cu,4,Y4Mg2,Mg3,,,,,,,,
1622981.cif,CuMg4Tb,"Mg4CuTb,oS48,65",Mg4,Mg,Mg6Tb2,Mg3Cu,Cu,1,Tb4Mg2,Mg3,,,,,,,,
1622981.cif,CuMg4Tb,"Mg4CuTb,oS48,65",Mg8,Mg,Mg6Tb2,Mg3Cu,Cu,1,Tb4Mg2,Mg3,,,,,,,,
1622981.cif,CuMg4Tb,"Mg4CuTb,oS48,65",Mg6,Mg,Tb8,Cu4,Cu,4,Tb4Mg2,Mg3,,,,,,,,
1629335.cif,CuMg4Y,"Mg4CuTb,oS48,65",Mg1,Mg,Mg6Y2,Mg3Cu,Cu,1,Y4Mg2,Mg3,,,,,,,,
1629335.cif,CuMg4Y,"Mg4CuTb,oS48,65",Mg2,Mg,Mg6Y2,Mg3Cu,Cu,1,Y4Mg2,Mg3,,,,,,,,
1629335.cif,CuMg4Y,"Mg4CuTb,oS48,65",Mg5,Mg,Y8,Cu4,Cu,4,Y4Mg2,Mg3,,,,,,,,
1642163.cif,Ge4InRhTb4,"Tb4RhInGe4,mS40,12",Rh,Rh,Tb4Ge2Rh2,Ge2Tb2,Ge,1,Tb4Rh2,GeRhTb,Ge,1,Tb6,GeInRh,,,,
1642163.cif,Ge4InRhTb4,"Tb4RhInGe4,mS40,12",Tb1,Tb,Ge4Rh2Tb2,Ge2Tb2,Ge,1,Tb6,GeInTb,Ge,1,Tb4Rh2,GeRhTb,,,,
1642163.cif,Ge4InRhTb4,"Tb4RhInGe4,mS40,12",In1,In,Tb8,Ge4,Ge,2,Tb6,GeInTb,Ge,2,Tb6,In2Ge,,,,
1642163.cif,Ge4InRhTb4,"Tb4RhInGe4,mS40,12",In2,In,Tb8,Ge4,Ge,2,Tb6,GeInRh,Ge,2,Tb6,In2Ge,,,,
1642166.cif,Er4Ge4InRh,"Tb4RhInGe4,mS40,12",Rh1,Rh,Er4Ge2Rh2,Er2Ge2,Ge,1,Er4Rh2,ErGeRh,Ge,1,Er6,GeInRh,,,,
1642166.cif,Er4Ge4InRh,"Tb4RhInGe4,mS40,12",Er1,Er,Ge4Er2Rh2,Er2Ge2,Ge,1,Er6,ErGeIn,Ge,1,Er4Rh2,ErGeRh,,,,
1642166.cif,Er4Ge4InRh,"Tb4RhInGe4,mS40,12",Ge4,Ge,Er4Ge2Rh2,Er2GeRh,Ge,1,Er6,In2Ge,,,,,,,,
1642166.cif,Er4Ge4InRh,"Tb4RhInGe4,mS40,12",In1,In,Er8,Ge4,Ge,2,Er6,ErGeIn,Ge,2,Er6,In2Ge,,,,
1642166.cif,Er4Ge4InRh,"Tb4RhInGe4,mS40,12",In2,In,Er8,Ge4,Ge,2,Er6,GeInRh,Ge,2,Er6,In2Ge,,,,
1642165.cif,Ge4Ho4InRh,"Tb4RhInGe4,mS40,12",Rh1,Rh,Ho4Ge2Rh2,Ge2Ho2,Ge,1,Ho4Rh2,GeHoRh,Ge,1,Ho6,GeInRh,,,,
1642165.cif,Ge4Ho4InRh,"Tb4RhInGe4,mS40,12",Ho1,Ho,Ge4Ho2Rh2,Ge2Ho2,Ge,1,Ho6,GeHoIn,Ge,1,Ho4Rh2,GeHoRh,,,,
1642165.cif,Ge4Ho4InRh,"Tb4RhInGe4,mS40,12",Ge4,Ge,Ho4Ge2Rh2,Ho2GeRh,Ge,1,Ho6,In2Ge,,,,,,,,
1642165.cif,Ge4Ho4InRh,"Tb4RhInGe4,mS40,12",In1,In,Ho8,Ge4,Ge,2,Ho6,GeHoIn,Ge,2,Ho6,In2Ge,,,,
1642165.cif,Ge4Ho4InRh,"Tb4RhInGe4,mS40,12",In2,In,Ho8,Ge4,Ge,2,Ho6,GeInRh,Ge,2,Ho6,In2Ge,,,,
1642164.cif,Dy4Ge4InRh,"Tb4RhInGe4,mS40,12",Rh1,Rh,Dy4Ge2Rh2,Dy2Ge2,Ge,1,Dy4Rh2,DyGeRh,Ge,1,Dy6,GeInRh,,,,
1642164.cif,Dy4Ge4InRh,"Tb4RhInGe4,mS40,12",Dy1,Dy,Ge4Dy2Rh2,Dy2Ge2,Ge,1,Dy6,DyGeIn,Ge,1,Dy4Rh2,DyGeRh,,,,
1642164.cif,Dy4Ge4InRh,"Tb4RhInGe4,mS40,12",Ge4,Ge,Dy4Ge2Rh2,Dy2GeRh,Ge,1,Dy6,In2Ge,,,,,,,,
1642164.cif,Dy4Ge4InRh,"Tb4RhInGe4,mS40,12",In1,In,Dy8,Ge4,Ge,2,Dy6,DyGeIn,Ge,2,Dy6,In2Ge,,,,
1642164.cif,Dy4Ge4InRh,"Tb4RhInGe4,mS40,12",In2,In,Dy8,Ge4,Ge,2,Dy6,GeInRh,Ge,2,Dy6,In2Ge,,,,
1606187.cif,Ir2SnU2,"Mo2FeB2,tP10,127",Sn,Sn,U8,Ir4,Ir,4,U6,Sn2Ir,,,,,,,,
1606183.cif,Co2SnU2,"Mo2FeB2,tP10,127",Sn,Sn,U8,Co4,Co,4,U6,Sn2Co,,,,,,,,
1934019.cif,CdGe2Pr2,"Mo2FeB2,tP10,127",Cd,Cd,Pr8,Ge4,Ge,4,Pr6,Cd2Ge,,,,,,,,
1907507.cif,MgPd2Tb2,"Mo2FeB2,tP10,127",Mg,Mg,Tb8,Pd4,Pd,4,Tb6,Mg2Pd,,,,,,,,
1020187.cif,InNd2Pd2,"Mo2FeB2,tP10,127",In,In,Nd8,Pd4,Pd,4,Nd6,In2Pd,,,,,,,,
1628738.cif,Ga2MgSc2,"Mo2FeB2,tP10,127",Mg1,Mg,Sc8,Ga4,Ga,4,Sc6,Mg2Ga,,,,,,,,
1409769.cif,Am2Pd2Sn,"Mo2FeB2,tP10,127",Sn,Sn,Am8,Pd4,Pd,4,Am6,Sn2Pd,,,,,,,,
1415462.cif,Cu2MgNd2,"Mo2FeB2,tP10,127",Mg,Mg,Nd8,Cu4,Cu,4,Nd6,Mg2Cu,,,,,,,,
1631720.cif,Fe2SnU2,"Mo2FeB2,tP10,127",Sn,Sn,U8,Fe4,Fe,4,U6,Sn2Fe,,,,,,,,
1415615.cif,Co2InZr2,"Mo2FeB2,tP10,127",In,In,Zr8,Co4,Co,4,Zr6,In2Co,,,,,,,,
1630085.cif,InNi2Y2,"Mo2FeB2,tP10,127",In,In,Y8,Ni4,Ni,4,Y6,In2Ni,,,,,,,,
461148.cif,AlCo2U2,"Mo2FeB2,tP10,127",Al,Al,U8,Co4,Co,4,U6,Al2Co,,,,,,,,
1042475.cif,MgPd2Tb2,"Mo2FeB2,tP10,127",Mg,Mg,Tb8,Pd4,Pd,4,Tb6,Mg2Pd,,,,,,,,
1415452.cif,Ce2Cu2Mg,"Mo2FeB2,tP10,127",Mg,Mg,Ce8,Cu4,Cu,4,Ce6,Mg2Cu,,,,,,,,
1630084.cif,InNi2Tb2,"Mo2FeB2,tP10,127",In,In,Tb8,Ni4,Ni,4,Tb6,In2Ni,,,,,,,,
1409766.cif,Pd2Pu2Sn,"Mo2FeB2,tP10,127",Sn,Sn,Pu8,Pd4,Pd,4,Pu6,Sn2Pd,,,,,,,,
1606156.cif,Pd2SnU2,"Mo2FeB2,tP10,127",Sn,Sn,U8,Pd4,Pd,4,U6,Sn2Pd,,,,,,,,
1049153.cif,Er2Ni2Sn,"Mo2FeB2,tP10,127",Sn,Sn,Er8,Ni4,Ni,4,Er6,Sn2Ni,,,,,,,,
311975.cif,InNi2U2,"Mo2FeB2,tP10,127",In,In,U8,Ni4,Ni,4,U6,In2Ni,,,,,,,,
1959557.cif,InPd2Yb2,"Mo2FeB2,tP10,127",In,In,Yb8,Pd4,Pd,4,Yb6,In2Pd,,,,,,,,
1225491.cif,Er2Ge2Mg,"Mo2FeB2,tP10,127",Mg,Mg,Er8,Ge4,Ge,4,Er6,Mg2Ge,,,,,,,,
1236949.cif,Ca2Ge2Sn,"Mo2FeB2,tP10,127",Sn,Sn,Ca8,Ge4,Ge,4,Ca6,Sn2Ge,,,,,,,,
1232089.cif,InRh2U2,"Mo2FeB2,tP10,127",In,In,U8,Rh4,Rh,4,U6,In2Rh,,,,,,,,
1638912.cif,InNi2U2,"Mo2FeB2,tP10,127",In,In,U8,Ni4,Ni,4,U6,In2Ni,,,,,,,,
1727980.cif,Ce2PbPt2,"Mo2FeB2,tP10,127",Pb,Pb,Ce8,Pt4,Pt,4,Ce6,Pb2Pt,,,,,,,,
1803469.cif,Ce2InPd2,"Mo2FeB2,tP10,127",In,In,Ce8,Pd4,Pd,4,Ce6,In2Pd,,,,,,,,
1420859.cif,AlDy2Ge2,"Mo2FeB2,tP10,127",Al,Al,Dy8,Ge4,Ge,4,Dy6,Al2Ge,,,,,,,,
1321526.cif,Ge2InYb2,"Mo2FeB2,tP10,127",In,In,Yb8,Ge4,Ge,4,Yb6,In2Ge,,,,,,,,
1023675.cif,InNi2Zr2,"Mo2FeB2,tP10,127",In,In,Zr8,Ni4,Ni,4,Zr6,In2Ni,,,,,,,,
1225489.cif,Dy2Ge2Mg,"Mo2FeB2,tP10,127",Mg,Mg,Dy8,Ge4,Ge,4,Dy6,Mg2Ge,,,,,,,,
1142351.cif,Er2Ni2Sn,"Mo2FeB2,tP10,127",Sn,Sn,Er8,Ni4,Ni,4,Er6,Sn2Ni,,,,,,,,
1225485.cif,Ge2La2Mg,"Mo2FeB2,tP10,127",Mg,Mg,La8,Ge4,Ge,4,La6,Mg2Ge,,,,,,,,
1407287.cif,Ce2MgSi2,"Mo2FeB2,tP10,127",Mg,Mg,Ce8,Si4,Si,4,Ce6,Mg2Si,,,,,,,,
1803473.cif,Gd2InPd2,"Mo2FeB2,tP10,127",In,In,Gd8,Pd4,Pd,4,Gd6,In2Pd,,,,,,,,
1814133.cif,CdNd2Ni2,"Mo2FeB2,tP10,127",Cd,Cd,Nd8,Ni4,Ni,4,Nd6,Cd2Ni,,,,,,,,
1803475.cif,Dy2InPd2,"Mo2FeB2,tP10,127",In,In,Dy8,Pd4,Pd,4,Dy6,In2Pd,,,,,,,,
1703535.cif,MgNi2Pr2,"Mo2FeB2,tP10,127",Mg,Mg,Pr8,Ni4,Ni,4,Pr6,Mg2Ni,,,,,,,,
1606184.cif,Ni2SnU2,"Mo2FeB2,tP10,127",Sn,Sn,U8,Ni4,Ni,4,U6,Sn2Ni,,,,,,,,
1934027.cif,CdGe2Tm2,"Mo2FeB2,tP10,127",Cd,Cd,Tm8,Ge4,Ge,4,Tm6,Cd2Ge,,,,,,,,
1013425.cif,Ce2InRh2,"Mo2FeB2,tP10,127",In,In,Ce8,Rh4,Rh,4,Ce6,In2Rh,,,,,,,,
1415461.cif,Cu2La2Mg,"Mo2FeB2,tP10,127",Mg,Mg,La8,Cu4,Cu,4,La6,Mg2Cu,,,,,,,,
1409762.cif,InPd2Pu2,"Mo2FeB2,tP10,127",In,In,Pu8,Pd4,Pd,4,Pu6,In2Pd,,,,,,,,
1217906.cif,CdPd2Yb2,"Mo2FeB2,tP10,127",Cd,Cd,Yb8,Pd4,Pd,4,Yb6,Cd2Pd,,,,,,,,
1322075.cif,Ce2Ge2In,"Mo2FeB2,tP10,127",In,In,Ce8,Ge4,Ge,4,Ce6,In2Ge,,,,,,,,
1409768.cif,Am2Ni2Sn,"Mo2FeB2,tP10,127",Sn,Sn,Am8,Ni4,Ni,4,Am6,Sn2Ni,,,,,,,,
1934024.cif,CdDy2Ge2,"Mo2FeB2,tP10,127",Cd,Cd,Dy8,Ge4,Ge,4,Dy6,Cd2Ge,,,,,,,,
1120461.cif,Ce2PbPd2,"Mo2FeB2,tP10,127",Pb,Pb,Ce8,Pd4,Pd,4,Ce6,Pb2Pd,,,,,,,,
1321522.cif,Gd2Ge2In,"Mo2FeB2,tP10,127",In,In,Gd8,Ge4,Ge,4,Gd6,In2Ge,,,,,,,,
1232090.cif,InPd2U2,"Mo2FeB2,tP10,127",In,In,U8,Pd4,Pd,4,U6,In2Pd,,,,,,,,
1321524.cif,Dy2Ge2In,"Mo2FeB2,tP10,127",In,In,Dy8,Ge4,Ge,4,Dy6,In2Ge,,,,,,,,
1803472.cif,InPd2Sm2,"Mo2FeB2,tP10,127",In,In,Sm8,Pd4,Pd,4,Sm6,In2Pd,,,,,,,,
1906702.cif,Ge2InPr2,"Mo2FeB2,tP10,127",In,In,Pr8,Ge4,Ge,4,Pr6,In2Ge,,,,,,,,
1944188.cif,Dy2Ni2Sn,"Mo2FeB2,tP10,127",Sn,Sn,Dy8,Ni4,Ni,4,Dy6,Sn2Ni,,,,,,,,
1967058.cif,Cu2InTm2,"Mo2FeB2,tP10,127",In,In,Tm8,Cu4,Cu,4,Tm6,In2Cu,,,,,,,,
1934023.cif,CdGe2Tb2,"Mo2FeB2,tP10,127",Cd,Cd,Tb8,Ge4,Ge,4,Tb6,Cd2Ge,,,,,,,,
1217899.cif,CdPd2Sm2,"Mo2FeB2,tP10,127",Cd,Cd,Sm8,Pd4,Pd,4,Sm6,Cd2Pd,,,,,,,,
1120460.cif,La2PbPd2,"Mo2FeB2,tP10,127",Pb,Pb,La8,Pd4,Pd,4,La6,Pb2Pd,,,,,,,,
1148176.cif,InPr2Pt2,"Mo2FeB2,tP10,127",In,In,Pr8,Pt4,Pt,4,Pr6,In2Pt,,,,,,,,
1606178.cif,InNi2U2,"Mo2FeB2,tP10,127",In,In,U8,Ni4,Ni,4,U6,In2Ni,,,,,,,,
1120462.cif,PbPd2Pr2,"Mo2FeB2,tP10,127",Pb,Pb,Pr8,Pd4,Pd,4,Pr6,Pb2Pd,,,,,,,,
1234603.cif,Cu2Gd2In,"Mo2FeB2,tP10,127",In,In,Gd8,Cu4,Cu,4,Gd6,In2Cu,,,,,,,,
1611320.cif,Nd2ScSi2,"Mo2FeB2,tP10,127",Sc,Sc,Nd8,Si4,Si,4,Nd6,Sc2Si,,,,,,,,
1944187.cif,Ni2SnTb2,"Mo2FeB2,tP10,127",Sn,Sn,Tb8,Ni4,Ni,4,Tb6,Sn2Ni,,,,,,,,
1013428.cif,Ce2InPd2,"Mo2FeB2,tP10,127",In,In,Ce8,Pd4,Pd,4,Ce6,In2Pd,,,,,,,,
1638913.cif,InPd2U2,"Mo2FeB2,tP10,127",In,In,U8,Pd4,Pd,4,U6,In2Pd,,,,,,,,
1934018.cif,CdGe2Y2,"Mo2FeB2,tP10,127",Cd,Cd,Y8,Ge4,Ge,4,Y6,Cd2Ge,,,,,,,,
1615400.cif,Gd2Ge2Mg,"Mo2FeB2,tP10,127",Mg,Mg,Gd8,Ge4,Ge,4,Gd6,Mg2Ge,,,,,,,,
1218201.cif,Gd2Ge2In,"Mo2FeB2,tP10,127",In,In,Gd8,Ge4,Ge,4,Gd6,In2Ge,,,,,,,,
1120468.cif,Ho2PbPd2,"Mo2FeB2,tP10,127",Pb,Pb,Ho8,Pd4,Pd,4,Ho6,Pb2Pd,,,,,,,,
1120470.cif,PbPd2Tm2,"Mo2FeB2,tP10,127",Pb,Pb,Tm8,Pd4,Pd,4,Tm6,Pb2Pd,,,,,,,,
1321525.cif,Ge2Ho2In,"Mo2FeB2,tP10,127",In,In,Ho8,Ge4,Ge,4,Ho6,In2Ge,,,,,,,,
1006781.cif,Ni2SnZr2,"Mo2FeB2,tP10,127",Sn,Sn,Zr8,Ni4,Ni,4,Zr6,Sn2Ni,,,,,,,,
1217898.cif,CdPd2Pr2,"Mo2FeB2,tP10,127",Cd,Cd,Pr8,Pd4,Pd,4,Pr6,Cd2Pd,,,,,,,,
1022362.cif,Er2Ni2Sn,"Mo2FeB2,tP10,127",Sn,Sn,Er8,Ni4,Ni,4,Er6,Sn2Ni,,,,,,,,
1803479.cif,InPd2Yb2,"Mo2FeB2,tP10,127",In,In,Yb8,Pd4,Pd,4,Yb6,In2Pd,,,,,,,,
551922.cif,Ni2Sc2Sn,"Mo2FeB2,tP10,127",Sn,Sn,Sc8,Ni4,Ni,4,Sc6,Sn2Ni,,,,,,,,
1022361.cif,Ho2Ni2Sn,"Mo2FeB2,tP10,127",Sn,Sn,Ho8,Ni4,Ni,4,Ho6,Sn2Ni,,,,,,,,
311976.cif,InPd2U2,"Mo2FeB2,tP10,127",In,In,U8,Pd4,Pd,4,U6,In2Pd,,,,,,,,
1907487.cif,Fe2SnU2,"Mo2FeB2,tP10,127",Sn,Sn,U8,Fe4,Fe,4,U6,Sn2Fe,,,,,,,,
1217900.cif,CdGd2Pd2,"Mo2FeB2,tP10,127",Cd,Cd,Gd8,Pd4,Pd,4,Gd6,Cd2Pd,,,,,,,,
1142343.cif,Ho2Ni2Sn,"Mo2FeB2,tP10,127",Sn,Sn,Ho8,Ni4,Ni,4,Ho6,Sn2Ni,,,,,,,,
1320701.cif,Ge2MgPr2,"Mo2FeB2,tP10,127",Mg,Mg,Pr8,Ge4,Ge,4,Pr6,Mg2Ge,,,,,,,,
312193.cif,Ni2SnU2,"Mo2FeB2,tP10,127",Sn,Sn,U8,Ni4,Ni,4,U6,Sn2Ni,,,,,,,,
1606171.cif,Rh2SnU2,"Mo2FeB2,tP10,127",Sn,Sn,U8,Rh4,Rh,4,U6,Sn2Rh,,,,,,,,
1225486.cif,Ge2MgNd2,"Mo2FeB2,tP10,127",Mg,Mg,Nd8,Ge4,Ge,4,Nd6,Mg2Ge,,,,,,,,
1415411.cif,Au2Dy2In,"Mo2FeB2,tP10,127",In,In,Dy8,Au4,Au,4,Dy6,In2Au,,,,,,,,
1718134.cif,InLa2Pd2,"Mo2FeB2,tP10,127",In,In,La8,Pd4,Pd,4,La6,In2Pd,,,,,,,,
1321521.cif,Ge2InSm2,"Mo2FeB2,tP10,127",In,In,Sm8,Ge4,Ge,4,Sm6,In2Ge,,,,,,,,
1120471.cif,Lu2PbPd2,"Mo2FeB2,tP10,127",Pb,Pb,Lu8,Pd4,Pd,4,Lu6,Pb2Pd,,,,,,,,
1634608.cif,PbPr2Pt2,"Mo2FeB2,tP10,127",Pb,Pb,Pr8,Pt4,Pt,4,Pr6,Pb2Pt,,,,,,,,
1718031.cif,Lu2Ni2Sn,"Mo2FeB2,tP10,127",Sn,Sn,Lu8,Ni4,Ni,4,Lu6,Sn2Ni,,,,,,,,
1233941.cif,Cu2Hf2In,"Mo2FeB2,tP10,127",In,In,Hf8,Cu4,Cu,4,Hf6,In2Cu,,,,,,,,
1343489.cif,PbRh2U2,"Mo2FeB2,tP10,127",Pb,Pb,U8,Rh4,Rh,4,U6,Pb2Rh,,,,,,,,
1120469.cif,Er2PbPd2,"Mo2FeB2,tP10,127",Pb,Pb,Er8,Pd4,Pd,4,Er6,Pb2Pd,,,,,,,,
1720857.cif,InPd2Tb2,"Mo2FeB2,tP10,127",In,In,Tb8,Pd4,Pd,4,Tb6,In2Pd,,,,,,,,
1934022.cif,CdGd2Ge2,"Mo2FeB2,tP10,127",Cd,Cd,Gd8,Ge4,Ge,4,Gd6,Cd2Ge,,,,,,,,
1225488.cif,Ge2MgTb2,"Mo2FeB2,tP10,127",Mg,Mg,Tb8,Ge4,Ge,4,Tb6,Mg2Ge,,,,,,,,
1606188.cif,Pt2SnU2,"Mo2FeB2,tP10,127",Sn,Sn,U8,Pt4,Pt,4,U6,Sn2Pt,,,,,,,,
1937709.cif,LiSi2Y2,"Mo2FeB2,tP10,127",Li,Li,Y8,Si4,Si,4,Y6,Li2Si,,,,,,,,
536133.cif,Ce2InNi2,"Mo2FeB2,tP10,127",In,In,Ce8,Ni4,Ni,4,Ce6,In2Ni,,,,,,,,
1409763.cif,InPt2Pu2,"Mo2FeB2,tP10,127",In,In,Pu8,Pt4,Pt,4,Pu6,In2Pt,,,,,,,,
1803476.cif,Ho2InPd2,"Mo2FeB2,tP10,127",In,In,Ho8,Pd4,Pd,4,Ho6,In2Pd,,,,,,,,
1415459.cif,Cu2MgY2,"Mo2FeB2,tP10,127",Mg,Mg,Y8,Cu4,Cu,4,Y6,Mg2Cu,,,,,,,,
1042005.cif,MgSi2Yb2,"Mo2FeB2,tP10,127",Mg,Mg,Yb8,Si4,Si,4,Yb6,Mg2Si,,,,,,,,
1959979.cif,Ni2SnU2,"Mo2FeB2,tP10,127",Sn,Sn,U8,Ni4,Ni,4,U6,Sn2Ni,,,,,,,,
1803477.cif,Er2InPd2,"Mo2FeB2,tP10,127",In,In,Er8,Pd4,Pd,4,Er6,In2Pd,,,,,,,,
1004249.cif,Gd2MgNi2,"Mo2FeB2,tP10,127",Mg,Mg,Gd8,Ni4,Ni,4,Gd6,Mg2Ni,,,,,,,,
1236948.cif,Ge2SnYb2,"Mo2FeB2,tP10,127",Sn,Sn,Yb8,Ge4,Ge,4,Yb6,Sn2Ge,,,,,,,,
1803478.cif,InPd2Tm2,"Mo2FeB2,tP10,127",In,In,Tm8,Pd4,Pd,4,Tm6,In2Pd,,,,,,,,
1521052.cif,Dy2MgSi2,"Mo2FeB2,tP10,127",Mg,Mg,Dy8,Si4,Si,4,Dy6,Mg2Si,,,,,,,,
1814132.cif,CdNi2Pr2,"Mo2FeB2,tP10,127",Cd,Cd,Pr8,Ni4,Ni,4,Pr6,Cd2Ni,,,,,,,,
1008344.cif,Ce2Si2Sn,"Mo2FeB2,tP10,127",Sn,Sn,Ce8,Si4,Si,4,Ce6,Sn2Si,,,,,,,,
1732429.cif,InLa2Pd2,"Mo2FeB2,tP10,127",In,In,La8,Pd4,Pd,4,La6,In2Pd,,,,,,,,
1409767.cif,Pt2Pu2Sn,"Mo2FeB2,tP10,127",Sn,Sn,Pu8,Pt4,Pt,4,Pu6,Sn2Pt,,,,,,,,
1703536.cif,MgNd2Ni2,"Mo2FeB2,tP10,127",Mg,Mg,Nd8,Ni4,Ni,4,Nd6,Mg2Ni,,,,,,,,
1146298.cif,Rh2SnU2,"Mo2FeB2,tP10,127",Sn,Sn,U8,Rh4,Rh,4,U6,Sn2Rh,,,,,,,,
1321523.cif,Ge2InTb2,"Mo2FeB2,tP10,127",In,In,Tb8,Ge4,Ge,4,Tb6,In2Ge,,,,,,,,
1702541.cif,Ce2InPt2,"Mo2FeB2,tP10,127",In,In,Ce8,Pt4,Pt,4,Ce6,In2Pt,,,,,,,,
1538118.cif,InLa2Ni2,"Mo2FeB2,tP10,127",In,In,La8,Ni4,Ni,4,La6,In2Ni,,,,,,,,
1225492.cif,Ge2MgTm2,"Mo2FeB2,tP10,127",Mg,Mg,Tm8,Ge4,Ge,4,Tm6,Mg2Ge,,,,,,,,
1934026.cif,CdEr2Ge2,"Mo2FeB2,tP10,127",Cd,Cd,Er8,Ge4,Ge,4,Er6,Cd2Ge,,,,,,,,
1714633.cif,CdPd2Yb2,"Mo2FeB2,tP10,127",Cd,Cd,Yb8,Pd4,Pd,4,Yb6,Cd2Pd,,,,,,,,
1409764.cif,InPu2Rh2,"Mo2FeB2,tP10,127",In,In,Pu8,Rh4,Rh,4,Pu6,In2Rh,,,,,,,,
1222338.cif,CdCu2Gd2,"Mo2FeB2,tP10,127",Cd,Cd,Gd8,Cu4,Cu,4,Gd6,Cd2Cu,,,,,,,,
1718299.cif,CdCu2Nd2,"Mo2FeB2,tP10,127",Cd,Cd,Nd8,Cu4,Cu,4,Nd6,Cd2Cu,,,,,,,,
1232088.cif,InNi2U2,"Mo2FeB2,tP10,127",In,In,U8,Ni4,Ni,4,U6,In2Ni,,,,,,,,
1120466.cif,PbPd2Tb2,"Mo2FeB2,tP10,127",Pb,Pb,Tb8,Pd4,Pd,4,Tb6,Pb2Pd,,,,,,,,
1606180.cif,InPd2U2,"Mo2FeB2,tP10,127",In,In,U8,Pd4,Pd,4,U6,In2Pd,,,,,,,,
1234009.cif,Ni2Sc2Sn,"Mo2FeB2,tP10,127",Sn,Sn,Sc8,Ni4,Ni,4,Sc6,Sn2Ni,,,,,,,,
1232095.cif,InNp2Rh2,"Mo2FeB2,tP10,127",In,In,Np8,Rh4,Rh,4,Np6,In2Rh,,,,,,,,
381199.cif,Co2SnU2,"Mo2FeB2,tP10,127",Sn,Sn,U8,Co4,Co,4,U6,Sn2Co,,,,,,,,
1709345.cif,AlSc2Si2,"Mo2FeB2,tP10,127",Al,Al,Sc8,Si4,Si,4,Sc6,Al2Si,,,,,,,,
1926638.cif,MgSi2Yb2,"Mo2FeB2,tP10,127",Mg1,Mg,Yb8,Si4,Si,4,Yb6,Mg2Si,,,,,,,,
1415455.cif,CdCe2Pt2,"Mo2FeB2,tP10,127",Cd,Cd,Ce8,Pt4,Pt,4,Ce6,Cd2Pt,,,,,,,,
1120465.cif,Gd2PbPd2,"Mo2FeB2,tP10,127",Pb,Pb,Gd8,Pd4,Pd,4,Gd6,Pb2Pd,,,,,,,,
1934025.cif,CdGe2Ho2,"Mo2FeB2,tP10,127",Cd,Cd,Ho8,Ge4,Ge,4,Ho6,Cd2Ge,,,,,,,,
1934021.cif,CdGe2Sm2,"Mo2FeB2,tP10,127",Cd,Cd,Sm8,Ge4,Ge,4,Sm6,Cd2Ge,,,,,,,,
1415460.cif,Cu2InLa2,"Mo2FeB2,tP10,127",In,In,La8,Cu4,Cu,4,La6,In2Cu,,,,,,,,
1631721.cif,Rh2SnU2,"Mo2FeB2,tP10,127",Sn,Sn,U8,Rh4,Rh,4,U6,Sn2Rh,,,,,,,,
1225487.cif,Ge2MgSm2,"Mo2FeB2,tP10,127",Mg,Mg,Sm8,Ge4,Ge,4,Sm6,Mg2Ge,,,,,,,,
1903576.cif,Ge2InYb2,"Mo2FeB2,tP10,127",In,In,Yb8,Ge4,Ge,4,Yb6,In2Ge,,,,,,,,
1225484.cif,Ge2MgY2,"Mo2FeB2,tP10,127",Mg,Mg,Y8,Ge4,Ge,4,Y6,Mg2Ge,,,,,,,,
1606179.cif,InRh2U2,"Mo2FeB2,tP10,127",In,In,U8,Rh4,Rh,4,U6,In2Rh,,,,,,,,
1006034.cif,Ce2ScSi2,"Mo2FeB2,tP10,127",Sc,Sc,Ce8,Si4,Si,4,Ce6,Sc2Si,,,,,,,,
560771.cif,Rh2SnU2,"Mo2FeB2,tP10,127",Sn,Sn,U8,Rh4,Rh,4,U6,Sn2Rh,,,,,,,,
1012421.cif,Ge2InLa2,"Mo2FeB2,tP10,127",In,In,La8,Ge4,Ge,4,La6,In2Ge,,,,,,,,
1409765.cif,Ni2Pu2Sn,"Mo2FeB2,tP10,127",Sn,Sn,Pu8,Ni4,Ni,4,Pu6,Sn2Ni,,,,,,,,
1643503.cif,InLa2Pd2,"Mo2FeB2,tP10,127",In,In,La8,Pd4,Pd,4,La6,In2Pd,,,,,,,,
1643502.cif,Ce2InPd2,"Mo2FeB2,tP10,127",In,In,Ce8,Pd4,Pd,4,Ce6,In2Pd,,,,,,,,
1415451.cif,Ce2MgNi2,"Mo2FeB2,tP10,127",Mg,Mg,Ce8,Ni4,Ni,4,Ce6,Mg2Ni,,,,,,,,
1606185.cif,Rh2SnU2,"Mo2FeB2,tP10,127",Sn,Sn,U8,Rh4,Rh,4,U6,Sn2Rh,,,,,,,,
560770.cif,InNi2U2,"Mo2FeB2,tP10,127",In,In,U8,Ni4,Ni,4,U6,In2Ni,,,,,,,,
